/カウンタ,移動パターン,敵の種類,x座標,x乱数,y座標,y乱数,スピード,発射時間,弾幕種類,弾の色,弾種類,体力,待機時間,アイテム
/cnt,moveType,enemyType,x座標,xrand,y座標,yrand,speed,startTime,barrageType,bulletCol,bulletType,hp,waitTime,itemType
100,6,0,168,0,150,0,0,0,11,0,10,200,240,0
110,6,0,248,0,150,0,0,0,11,0,10,200,240,0
120,6,0,328,0,150,0,0,0,11,0,10,200,240,0
130,6,0,408,0,150,0,0,0,11,0,10,200,240,0
130,6,0,488,0,150,0,0,0,11,0,10,200,240,0
120,6,0,568,0,150,0,0,0,11,0,10,200,240,0
110,6,0,648,0,150,0,0,0,11,0,10,200,240,0
100,6,0,728,0,150,0,0,0,11,0,10,200,240,0
520,6,0,728,0,150,0,0,0,12,0,11,200,240,6
540,6,0,678,0,150,0,0,0,12,0,11,200,240,0
560,6,0,628,0,150,0,0,0,12,0,11,200,240,3
580,6,0,578,0,150,0,0,0,12,0,11,200,240,6
600,6,0,528,0,150,0,0,0,12,0,11,200,240,0
820,6,0,168,0,120,0,0,0,12,0,11,200,240,3
840,6,0,218,0,120,0,0,0,12,0,11,200,240,6
860,6,0,268,0,120,0,0,0,12,0,11,200,240,0
880,6,0,318,0,120,0,0,0,12,0,11,200,240,3
900,6,0,368,0,120,0,0,0,12,0,11,200,240,6
820,6,0,168,0,170,0,0,0,12,0,11,200,240,0
840,6,0,218,0,170,0,0,0,12,0,11,200,240,3
860,6,0,268,0,170,0,0,0,12,0,11,200,240,6
880,6,0,318,0,170,0,0,0,12,0,11,200,240,0
900,6,0,368,0,170,0,0,0,12,0,11,200,240,3
820,6,0,168,0,220,0,0,0,12,0,11,200,240,6
840,6,0,218,0,220,0,0,0,12,0,11,200,240,0
860,6,0,268,0,220,0,0,0,12,0,11,200,240,3
880,6,0,318,0,220,0,0,0,12,0,11,200,240,6
900,6,0,368,0,220,0,0,0,12,0,11,200,240,0
1200,6,0,488,0,120,0,0,0,12,0,11,200,240,3
1220,6,0,528,0,120,0,0,0,12,0,11,200,240,6
1240,6,0,568,0,120,0,0,0,12,0,11,200,240,0
1260,6,0,608,0,120,0,0,0,12,0,11,200,240,3
1280,6,0,648,0,120,0,0,0,12,0,11,200,240,6
1300,6,0,688,0,120,0,0,0,12,0,11,200,240,0
1200,6,0,488,0,170,0,0,0,12,0,11,200,240,3
1220,6,0,528,0,170,0,0,0,12,0,11,200,240,6
1240,6,0,568,0,170,0,0,0,12,0,11,200,240,0
1260,6,0,608,0,170,0,0,0,12,0,11,200,240,3
1280,6,0,648,0,170,0,0,0,12,0,11,200,240,6
1300,6,0,688,0,170,0,0,0,12,0,11,200,240,0
1200,6,0,488,0,220,0,0,0,12,0,11,200,240,3
1220,6,0,528,0,220,0,0,0,12,0,11,200,240,6
1240,6,0,568,0,220,0,0,0,12,0,11,200,240,0
1260,6,0,608,0,220,0,0,0,12,0,11,200,240,3
1280,6,0,648,0,220,0,0,0,12,0,11,200,240,6
1300,6,0,688,0,220,0,0,0,12,0,11,200,240,0
1260,6,0,220,0,120,0,0,0,11,0,10,50,240,3
1265,6,0,100,0,120,0,0,0,11,0,10,50,240,6
1270,6,0,180,0,120,0,0,0,11,0,10,50,240,0
1275,6,0,200,0,120,0,0,0,11,0,10,50,240,3
1280,6,0,80,0,120,0,0,0,11,0,10,50,240,6
1285,6,0,90,0,120,0,0,0,11,0,10,50,240,0
1290,6,0,320,0,120,0,0,0,11,0,10,50,240,3
1295,6,0,90,0,120,0,0,0,11,0,10,50,240,6
1300,6,0,300,0,120,0,0,0,11,0,10,50,240,0
1305,6,0,180,0,120,0,0,0,11,0,10,50,240,3
1310,6,0,380,0,120,0,0,0,11,0,10,50,240,6
1315,6,0,190,0,120,0,0,0,11,0,10,50,240,0
1320,6,0,120,0,120,0,0,0,11,0,10,50,240,3
1325,6,0,240,0,120,0,0,0,11,0,10,50,240,6
1330,6,0,200,0,120,0,0,0,11,0,10,50,240,0
1335,6,0,150,0,120,0,0,0,11,0,10,50,240,3
1340,6,0,250,0,120,0,0,0,11,0,10,50,240,6
1345,6,0,350,0,120,0,0,0,11,0,10,50,240,0
1350,6,0,110,0,120,0,0,0,11,0,10,50,240,3
1355,6,0,220,0,120,0,0,0,11,0,10,50,240,6
1360,6,0,100,0,120,0,0,0,11,0,10,50,240,0
1365,6,0,180,0,120,0,0,0,11,0,10,50,240,3
1370,6,0,200,0,120,0,0,0,11,0,10,50,240,6
1375,6,0,80,0,120,0,0,0,11,0,10,50,240,0
1380,6,0,90,0,120,0,0,0,11,0,10,50,240,3
1385,6,0,320,0,120,0,0,0,11,0,10,50,240,6
1390,6,0,90,0,120,0,0,0,11,0,10,50,240,0
1395,6,0,300,0,120,0,0,0,11,0,10,50,240,3
