/カウンタ,移動パターン,敵の種類,x座標,x乱数,y座標,y乱数,スピード,発射時間,弾幕種類,弾の色,弾種類,体力,待機時間,アイテム
/cnt,moveType,enemyType,x座標,xrand,y座標,yrand,speed,startTime,barrageType,bulletCol,bulletType,hp,waitTime,itemType
100,0,0,163,0,-20,0,0,60,8,0,3,400,120,0
105,0,0,193,0,-20,0,0,60,8,0,3,400,120,0
110,0,0,223,0,-20,0,0,60,8,0,3,400,120,0
115,0,0,253,0,-20,0,0,60,8,0,3,400,120,0
120,0,0,283,0,-20,0,0,60,8,0,3,400,120,0
120,0,0,680,0,-20,0,0,60,9,2,13,700,240,4
120,0,0,733,0,-20,0,0,60,9,2,13,700,240,7
//,,,,,,,,,,,,,,
600,0,0,448,0,-20,0,0,60,8,0,3,2200,120,0
610,0,0,558,0,-20,0,0,60,8,0,3,2200,120,0
600,0,0,648,0,-20,0,0,60,9,2,13,2200,240,4
600,0,0,758,0,-20,0,0,60,9,2,13,2200,240,7
800,0,0,448,0,-20,0,0,60,8,0,3,2200,120,0
810,0,0,558,0,-20,0,0,60,8,0,3,2200,120,0
800,0,0,148,0,-20,0,0,60,9,2,13,2200,240,4
800,0,0,258,0,-20,0,0,60,9,2,13,2200,240,7
1000,0,0,448,0,-20,0,0,60,8,0,3,2200,120,0
1010,0,0,558,0,-20,0,0,60,8,0,3,2200,120,0
1000,0,0,648,0,-20,0,0,60,9,2,13,2200,240,4
1000,0,0,758,0,-20,0,0,60,9,2,13,2200,240,7
1200,0,0,148,0,-20,0,0,60,8,0,3,2200,120,0
1210,0,0,258,0,-20,0,0,60,8,0,3,2200,120,0
1200,0,0,548,0,-20,0,0,60,9,2,13,2200,240,4
1200,0,0,658,0,-20,0,0,60,9,2,13,2200,240,7
1400,0,0,148,0,-20,0,0,60,8,0,3,2200,120,0
1410,0,0,258,0,-20,0,0,60,8,0,3,2200,120,0
1400,0,0,748,0,-20,0,0,60,9,2,13,2200,240,4
1400,0,0,858,0,-20,0,0,60,9,2,13,2200,240,7
1700,0,0,448,0,-20,0,0,60,8,0,3,2200,120,2
1710,0,0,558,0,-20,0,0,60,8,0,3,2200,120,2
1700,0,0,148,0,-20,0,0,60,9,2,13,2200,240,4
1700,0,0,748,0,-20,0,0,60,9,2,13,2200,240,7
//中ボス1,,,,0,,0,,,,,,,,
2300,0,0,398,0,-20,0,0,0,10,2,13,1200,240,6
2300,0,0,528,0,-20,0,0,0,10,2,13,1200,240,6
2300,0,0,468,0,-20,0,0,0,10,2,13,1200,240,6
2300,0,0,598,0,-20,0,0,0,10,2,13,1200,240,6
2500,0,0,348,0,-20,0,0,0,10,2,13,1600,240,6
2500,0,0,458,0,-20,0,0,0,10,2,13,1600,240,6
2700,0,0,548,0,-20,0,0,0,10,2,13,1600,240,6
2700,0,0,658,0,-20,0,0,0,10,2,13,1600,240,6
2900,0,0,98,0,-20,0,0,0,10,2,13,1000,240,6
2930,0,0,148,0,-20,0,0,0,10,2,13,1000,240,6
2960,0,0,198,0,-20,0,0,0,10,2,13,1000,240,6
2990,0,0,248,0,-20,0,0,0,10,2,13,1000,240,6
3020,0,0,298,0,-20,0,0,0,10,2,13,1000,240,6
3050,0,0,348,0,-20,0,0,0,10,2,13,1000,240,6
3080,0,0,398,0,-20,0,0,0,10,2,13,1000,240,6
3110,0,0,448,0,-20,0,0,0,10,2,13,1000,240,6
3140,0,0,498,0,-20,0,0,0,10,2,13,1000,240,6
3170,0,0,548,0,-20,0,0,0,10,2,13,1000,240,6
3200,0,0,598,0,-20,0,0,0,10,2,13,1000,240,6
3230,0,0,648,0,-20,0,0,0,10,2,13,1000,240,6
3260,0,0,698,0,-20,0,0,0,10,2,13,1000,240,6
3290,0,0,748,0,-20,0,0,0,10,2,13,1000,240,6
3320,0,0,798,0,-20,0,0,0,10,2,13,1000,240,6
3500,0,0,98,0,-20,0,0,0,10,2,13,1000,240,6
3560,0,0,198,0,-20,0,0,0,10,2,13,1000,240,6
3620,0,0,298,0,-20,0,0,0,10,2,13,1000,240,6
3680,0,0,398,0,-20,0,0,0,10,2,13,1000,240,6
3500,0,0,798,0,-20,0,0,0,8,0,3,1000,240,6
3530,0,0,748,0,-20,0,0,0,8,0,3,1000,240,6
3560,0,0,698,0,-20,0,0,0,8,0,3,1000,240,6
3590,0,0,648,0,-20,0,0,0,8,0,3,1000,240,6
3620,0,0,598,0,-20,0,0,0,8,0,3,1000,240,6
3650,0,0,548,0,-20,0,0,0,8,0,3,1000,240,6
3680,0,0,498,0,-20,0,0,0,8,0,3,1000,240,6
3710,0,0,448,0,-20,0,0,0,8,0,3,1000,240,2
//中ボス2,,,,0,,0,,,,,,,,
4220,0,0,148,0,-20,0,0,0,9,2,13,1000,240,0
4220,0,0,178,0,-20,0,0,0,9,2,13,1000,240,3
4220,0,0,748,0,-20,0,0,0,8,0,3,1000,240,6
4220,0,0,718,0,-20,0,0,0,8,0,3,1000,240,0
4500,0,0,718,0,-20,0,0,0,9,2,13,1000,240,3
4500,0,0,748,0,-20,0,0,0,9,2,13,1000,240,6
4500,0,0,148,0,-20,0,0,0,8,0,3,1000,240,0
4500,0,0,178,0,-20,0,0,0,8,0,3,1000,240,3
4800,0,0,148,0,-20,0,0,0,9,2,13,1000,240,0
4800,0,0,178,0,-20,0,0,0,9,2,13,1000,240,3
4800,3,2,928,0,150,0,0,0,8,0,3,300,0,3
4820,3,2,928,0,50,0,0,0,8,0,3,300,0,6
4840,3,2,928,0,250,0,0,0,8,0,3,300,0,0
4860,3,2,928,0,140,0,0,0,8,0,3,300,0,3
4880,3,2,928,0,80,0,0,0,8,0,3,300,0,6
4900,3,2,928,0,220,0,0,0,8,0,3,300,0,0
4920,3,2,928,0,110,0,0,0,8,0,3,300,0,3
