/カウンタ,移動パターン,敵の種類,x座標,x乱数,y座標,y乱数,スピード,発射時間,弾幕種類,弾の色,弾種類,体力,待機時間,アイテム
/cnt,moveType,enemyType,x座標,xrand,y座標,yrand,speed,startTime,barrageType,bulletCol,bulletType,hp,waitTime,itemType
100,6,0,148,0,180,0,0,0,16,0,3,800,90,0
130,6,0,248,0,180,0,0,0,16,0,3,800,90,0
160,6,0,348,0,180,0,0,0,16,0,3,800,90,0
190,6,0,448,0,180,0,0,0,16,0,3,800,90,0
220,6,0,548,0,180,0,0,0,16,0,3,800,90,0
250,6,0,648,0,180,0,0,0,16,0,3,800,90,0
280,6,0,748,0,180,0,0,0,16,0,3,800,90,0
720,6,0,148,0,180,0,0,0,16,0,3,2000,90,0
820,6,0,748,0,180,0,0,0,16,0,3,2000,90,3
920,6,0,148,0,180,0,0,0,16,0,3,2000,90,6
1020,6,0,748,0,180,0,0,0,16,0,3,2000,90,0
1120,6,0,148,0,180,0,0,0,16,0,3,2000,90,3
1220,6,0,748,0,180,0,0,0,16,0,3,2000,90,6
1320,6,0,148,0,180,0,0,0,16,0,3,2000,90,0
1420,6,0,748,0,180,0,0,0,16,0,3,2000,90,3
1520,6,0,148,0,180,0,0,0,16,0,3,2000,90,6
1620,6,0,748,0,180,0,0,0,16,0,3,2000,90,0
1720,6,0,148,0,180,0,0,0,16,0,3,2000,90,3
//中ボス1,,,,0,,0,,,,,,,,
2400,6,0,148,0,150,0,0,0,18,0,1,1500,180,0
2500,6,0,748,0,150,0,0,0,18,0,1,1500,180,3
2600,6,0,148,0,150,0,0,0,18,0,1,1500,180,6
2700,6,0,748,0,150,0,0,0,18,0,1,1500,180,0
2800,6,0,148,0,150,0,0,0,18,0,1,1500,180,3
2900,6,0,748,0,150,0,0,0,18,0,1,1500,180,6
3000,6,0,148,0,150,0,0,0,18,0,1,1500,180,0
3100,6,0,748,0,150,0,0,0,18,0,1,1500,180,3
3200,6,0,148,0,150,0,0,0,18,0,1,1500,180,6
3300,6,0,748,0,150,0,0,0,18,0,1,1500,180,0
3400,6,0,148,0,150,0,0,0,18,0,1,1500,180,3
2700,6,0,448,0,250,0,0,0,19,0,10,200,180,6
2770,6,0,448,0,330,0,0,0,19,0,10,200,180,0
2840,6,0,448,0,410,0,0,0,19,0,10,200,180,3
2910,6,0,448,0,490,0,0,0,19,0,10,200,180,6
2980,6,0,448,0,570,0,0,0,19,0,10,200,180,0
3050,6,0,448,0,650,0,0,0,19,0,10,200,180,3
3120,6,0,448,0,730,0,0,0,19,0,10,200,180,6
3190,6,0,448,0,810,0,0,0,19,0,10,200,180,0
3260,6,0,448,0,890,0,0,0,19,0,10,200,180,3
3660,6,0,448,0,150,0,0,0,18,2,1,2000,180,6
3780,6,0,448,0,200,0,0,0,18,2,1,2000,180,0
3900,6,0,448,0,250,0,0,0,18,2,1,2000,180,3
4020,6,0,448,0,300,0,0,0,18,2,1,2000,180,6
4140,6,0,448,0,350,0,0,0,18,2,1,2000,180,0
4260,6,0,448,0,400,0,0,0,18,2,1,2000,180,3
4380,6,0,448,0,450,0,0,0,18,2,1,2000,180,6
4500,6,0,448,0,500,0,0,0,18,2,1,2000,180,0
3660,6,0,448,0,250,0,0,0,19,0,10,200,180,6
3660,6,0,448,0,330,0,0,0,19,0,10,200,180,0
3760,6,0,448,0,410,0,0,0,19,0,10,200,180,3
3760,6,0,448,0,490,0,0,0,19,0,10,200,180,6
3860,6,0,448,0,570,0,0,0,19,0,10,200,180,0
3860,6,0,448,0,650,0,0,0,19,0,10,200,180,3
3960,6,0,448,0,730,0,0,0,19,0,10,200,180,6
3960,6,0,448,0,810,0,0,0,19,0,10,200,180,0
4060,6,0,448,0,890,0,0,0,19,0,10,200,180,3
//中ボス2,,,,0,,0,,,,,,,,
5100,4,2,-16,0,50,0,0,0,20,0,6,800,0,0
5150,4,2,-16,0,50,0,0,0,20,0,6,800,0,3
5200,4,2,-16,0,50,0,0,0,20,0,6,800,0,6
5250,4,2,-16,0,50,0,0,0,20,0,6,800,0,0
5300,4,2,-16,0,50,0,0,0,20,0,6,800,0,3
5350,4,2,-16,0,50,0,0,0,20,0,6,800,0,6
5400,4,2,-16,0,50,0,0,0,20,0,6,800,0,0
5450,4,2,-16,0,50,0,0,0,20,0,6,800,0,3
5500,4,2,-16,0,50,0,0,0,20,0,6,800,0,6
5550,4,2,-16,0,50,0,0,0,20,0,6,800,0,0
5600,4,2,-16,0,50,0,0,0,20,0,6,800,0,3
5650,4,2,-16,0,50,0,0,0,20,0,6,800,0,6
5700,4,2,-16,0,50,0,0,0,20,0,6,800,0,0
5750,4,2,-16,0,50,0,0,0,20,0,6,800,0,3
5800,4,2,-16,0,50,0,0,0,20,0,6,800,0,6
5850,4,2,-16,0,50,0,0,0,20,0,6,800,0,0
5900,4,2,-16,0,50,0,0,0,20,0,6,800,0,3
5950,4,2,-16,0,50,0,0,0,20,0,6,800,0,6
6000,4,2,-16,0,50,0,0,0,20,0,6,800,0,0
6050,4,2,-16,0,50,0,0,0,20,0,6,800,0,3
6100,4,2,-16,0,50,0,0,0,20,0,6,800,0,6
6150,4,2,-16,0,50,0,0,0,20,0,6,800,0,0
6200,4,2,-16,0,50,0,0,0,20,0,6,800,0,3
6250,4,2,-16,0,50,0,0,0,20,0,6,800,0,6
6300,4,2,-16,0,50,0,0,0,20,0,6,800,0,0
6350,4,2,-16,0,50,0,0,0,20,0,6,800,0,3
6400,4,2,-16,0,50,0,0,0,20,0,6,800,0,6
6450,4,2,-16,0,50,0,0,0,20,0,6,800,0,0
6500,4,2,-16,0,50,0,0,0,20,0,6,800,0,3
6550,4,2,-16,0,50,0,0,0,20,0,6,800,0,6
6600,4,2,-16,0,50,0,0,0,20,0,6,800,0,0
6650,4,2,-16,0,50,0,0,0,20,0,6,800,0,3
6700,4,2,-16,0,50,0,0,0,20,0,6,800,0,6
6750,4,2,-16,0,50,0,0,0,20,0,6,800,0,0
6800,4,2,-16,0,50,0,0,0,20,0,6,800,0,3
6850,4,2,-16,0,50,0,0,0,20,0,6,800,0,6
6900,4,2,-16,0,50,0,0,0,20,0,6,800,0,0
6950,4,2,-16,0,50,0,0,0,20,0,6,800,0,3
7000,4,2,-16,0,50,0,0,0,20,0,6,800,0,6
5100,3,2,833,0,50,0,0,0,21,2,11,100,0,0
5220,3,2,833,0,50,0,0,0,21,2,11,100,0,3
5340,3,2,833,0,50,0,0,0,21,2,11,100,0,6
5460,3,2,833,0,50,0,0,0,21,2,11,100,0,0
5580,3,2,833,0,50,0,0,0,21,2,11,100,0,3
5700,3,2,833,0,50,0,0,0,21,2,11,100,0,6
5820,3,2,833,0,50,0,0,0,21,2,11,100,0,0
5940,3,2,833,0,50,0,0,0,21,2,11,100,0,3
6060,3,2,833,0,50,0,0,0,21,2,11,100,0,6
6180,3,2,833,0,50,0,0,0,21,2,11,100,0,0
6300,3,2,833,0,50,0,0,0,21,2,11,100,0,3
6420,3,2,833,0,50,0,0,0,21,2,11,100,0,6
6540,3,2,833,0,50,0,0,0,21,2,11,100,0,0
6660,3,2,833,0,50,0,0,0,21,2,11,100,0,3
6780,3,2,833,0,50,0,0,0,21,2,11,100,0,6
6900,3,2,833,0,50,0,0,0,21,2,11,100,0,0
7160,6,0,448,0,180,0,0,0,16,0,3,1500,90,0
7210,6,0,423,0,180,0,0,0,16,0,3,1500,90,3
7260,6,0,398,0,180,0,0,0,16,0,3,1500,90,7
7310,6,0,373,0,180,0,0,0,16,0,3,1500,90,0
7360,6,0,348,0,180,0,0,0,16,0,3,1500,90,3
7410,6,0,323,0,180,0,0,0,16,0,3,1500,90,7
7460,6,0,298,0,180,0,0,0,16,0,3,1500,90,0
7510,6,0,273,0,180,0,0,0,16,0,3,1500,90,3
7560,6,0,248,0,180,0,0,0,16,0,3,1500,90,7
7610,6,0,223,0,180,0,0,0,16,0,3,1500,90,0
7660,6,0,198,0,180,0,0,0,16,0,3,1500,90,3
7710,6,0,173,0,180,0,0,0,16,0,3,1500,90,7
7760,6,0,148,0,180,0,0,0,16,0,3,1500,90,0
7810,6,0,123,0,180,0,0,0,16,0,3,1500,90,3
7860,6,0,98,0,180,0,0,0,16,0,3,1500,90,7
7160,6,0,448,0,180,0,0,0,16,2,3,1500,90,0
7210,6,0,473,0,180,0,0,0,16,2,3,1500,90,3
7260,6,0,498,0,180,0,0,0,16,2,3,1500,90,7
7310,6,0,523,0,180,0,0,0,16,2,3,1500,90,0
7360,6,0,548,0,180,0,0,0,16,2,3,1500,90,3
7410,6,0,573,0,180,0,0,0,16,2,3,1500,90,7
7460,6,0,598,0,180,0,0,0,16,2,3,1500,90,0
7510,6,0,623,0,180,0,0,0,16,2,3,1500,90,3
7560,6,0,648,0,180,0,0,0,16,2,3,1500,90,7
7610,6,0,673,0,180,0,0,0,16,2,3,1500,90,0
7660,6,0,698,0,180,0,0,0,16,2,3,1500,90,3
7710,6,0,723,0,180,0,0,0,16,2,3,1500,90,7
7760,6,0,748,0,180,0,0,0,16,2,3,1500,90,7
7810,6,0,773,0,180,0,0,0,16,2,3,1500,90,7
7860,6,0,798,0,180,0,0,0,16,2,3,1500,90,7
//,,小,大,多数,,合計,,,,,,,,
//,パワー,89,7,0,,159,,,,,,,,
//,ポイント,18,12,0,,138,,,,,,,,
//,マネー,18,30,0,,318,,,,,,,,
